CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SYNERGY_SCORE,QA,COMBINATION_ID,MARK
BT-549,AKT,EGFR,0.1,1.0,0.018083132,10.0,93.45323468,0.393967533,0.7926283,31.09143836,0.1641945,1,AKT.EGFR,TRAINSET
CAL-51,AKT,EGFR,0.1,1.0,1.0,0.0,100.0,0.362111803,1.3026298,26.55750988,-4.151493,1,AKT.EGFR,TRAINSET
DU-4475,AKT,EGFR,0.1,1.0,0.019229042,10.0,82.76719406,0.582621234,0.5089232,0.0,6.553296,1,AKT.EGFR,TRAINSET
HCC1143,AKT,EGFR,0.1,1.0,0.002529938,3.896974,68.91254091,0.213751602,1.1492447,71.06617903,11.71812,1,AKT.EGFR,TRAINSET
HCC1187,AKT,EGFR,0.1,1.0,1.0,0.0,100.0,0.295801462,1.4257239,55.7838228,4.246545,1,AKT.EGFR,TRAINSET
HCC1937,AKT,EGFR,0.1,1.0,0.004057102,0.5411439,76.98863341,0.135855927,0.9391834,65.83930223,23.68558,1,AKT.EGFR,TRAINSET
Hs-578-T,AKT,EGFR,0.1,1.0,1.0,0.0,100.0,1.0,0.8818555,31.42946403,-32.31488,-1,AKT.EGFR,TRAINSET
MDA-MB-157,AKT,EGFR,0.1,1.0,0.1,2.0053262,67.47582887,0.06979127,4.7306785,78.62833135,3.244543,1,AKT.EGFR,TRAINSET
MDA-MB-436,AKT,EGFR,0.1,1.0,0.1,0.3841057,78.722487,0.201844208,4.6490896,75.78687017,-3.514158,1,AKT.EGFR,TRAINSET
MDA-MB-468,AKT,EGFR,0.1,1.0,0.016132163,2.3026241,76.02143736,0.595273188,0.8602376,0.0,34.80409,1,AKT.EGFR,TRAINSET
MFM-223,AKT,EGFR,0.1,1.0,0.037109016,10.0,87.79939362,0.292691959,1.1361634,4.43343264,-22.871,1,AKT.EGFR,TRAINSET
BT-20,AKT_1,EGFR,0.1,1.0,0.080355151,0.8289283,68.61381303,0.332362032,0.9906131,61.59246182,55.06239,1,AKT_1.EGFR,TRAINSET
CAL-148,AKT_1,EGFR,0.1,1.0,1.0,0.0,100.0,0.201394105,1.3629929,18.67872623,2.736998,1,AKT_1.EGFR,TRAINSET
HCC1143,AKT_1,EGFR,0.1,1.0,0.002285489,1.0904982,65.65144773,1.0,0.4602867,48.66711623,23.01569,1,AKT_1.EGFR,TRAINSET
HCC1187,AKT_1,EGFR,0.1,1.0,1.0,0.0,100.0,0.074495909,1.0467652,41.54414599,-10.01942,1,AKT_1.EGFR,TRAINSET
HCC1395,AKT_1,EGFR,0.1,1.0,1e-05,0.1,93.6363029,1.0,0.660699,0.26501941,9.610014,1,AKT_1.EGFR,TRAINSET
HCC38,AKT_1,EGFR,0.1,1.0,1.0,0.0,100.0,1.0,0.0,100.0,22.76305,1,AKT_1.EGFR,TRAINSET
HCC70,AKT_1,EGFR,0.1,1.0,0.1,10.0,94.6000733,0.208934027,1.3842676,24.32719377,47.21543,1,AKT_1.EGFR,TRAINSET
Hs-578-T,AKT_1,EGFR,0.1,1.0,1.0,0.0,100.0,0.112009924,10.0,45.34893869,-38.83305,1,AKT_1.EGFR,TRAINSET
MDA-MB-157,AKT_1,EGFR,0.1,1.0,1.0,0.0,100.0,0.096211735,0.8634354,70.43209822,13.6794,-3,AKT_1.EGFR,TRAINSET
MDA-MB-436,AKT_1,EGFR,0.1,1.0,0.028558388,10.0,94.1999791,1.0,0.7890119,77.03759006,12.50661,1,AKT_1.EGFR,TRAINSET
MDA-MB-453,AKT_1,EGFR,0.1,1.0,0.059930122,0.5131004,0.0,0.064469903,0.8818056,3.10565974,35.65096,1,AKT_1.EGFR,TRAINSET
MDA-MB-468,AKT_1,EGFR,0.1,1.0,0.040987363,0.9559652,58.08535914,1.0,0.7419602,11.03481013,69.06695,1,AKT_1.EGFR,TRAINSET
BT-20,BCL2_BCL2L1,EGFR,0.1,1.0,0.010291885,10.0,87.3998739,1.0,10.0,77.20015393,10.4119,1,BCL2_BCL2L1.EGFR,TRAINSET
BT-549,BCL2_BCL2L1,EGFR,0.1,1.0,0.1,10.0,86.4000758,0.256322074,10.0,89.49864756,-8.253868,1,BCL2_BCL2L1.EGFR,TRAINSET
CAL-51,BCL2_BCL2L1,EGFR,0.1,1.0,0.000822315,6.8245473,93.05034579,0.181423818,0.9854903,83.24169866,45.68423,-3,BCL2_BCL2L1.EGFR,TRAINSET
HCC1143,BCL2_BCL2L1,EGFR,0.1,1.0,0.003345621,1.3259626,64.97837349,1.0,1.2341979,13.84486448,11.50638,1,BCL2_BCL2L1.EGFR,TRAINSET
HCC1187,BCL2_BCL2L1,EGFR,0.1,1.0,1.0,0.0,100.0,1.0,0.0,100.0,-8.017595,1,BCL2_BCL2L1.EGFR,TRAINSET
HCC1395,BCL2_BCL2L1,EGFR,0.1,1.0,1.0,0.0,100.0,1.0,0.0,100.0,25.22752,1,BCL2_BCL2L1.EGFR,TRAINSET
HCC1428,BCL2_BCL2L1,EGFR,0.1,1.0,1.0,0.0,100.0,0.144687009,0.8736524,0.0,-0.2366701,1,BCL2_BCL2L1.EGFR,TRAINSET
HCC38,BCL2_BCL2L1,EGFR,0.1,1.0,0.1,10.0,93.80017016,0.264044718,10.0,10.59982968,5.717349,1,BCL2_BCL2L1.EGFR,TRAINSET
HCC70,BCL2_BCL2L1,EGFR,0.1,1.0,1.0,0.0,100.0,1.0,0.0,100.0,-17.26343,1,BCL2_BCL2L1.EGFR,TRAINSET
MDA-MB-231,BCL2_BCL2L1,EGFR,0.1,1.0,1.0,0.0,100.0,0.315943596,10.0,69.19965798,14.30364,1,BCL2_BCL2L1.EGFR,TRAINSET
MDA-MB-453,BCL2_BCL2L1,EGFR,0.1,1.0,0.01085771,1.4428002,47.71073909,1.0,0.5143428,57.00407916,35.51502,1,BCL2_BCL2L1.EGFR,TRAINSET
MFM-223,BCL2_BCL2L1,EGFR,0.1,1.0,1.0,0.0,100.0,1.0,0.0,100.0,-32.75178,1,BCL2_BCL2L1.EGFR,TRAINSET
BT-20,EGFR,FGFR,1.0,0.1,1.0,10.0,88.00002132,0.021527837,1.8314489,88.8320322,19.19952,1,EGFR.FGFR,TRAINSET
BT-549,EGFR,FGFR,1.0,0.1,0.153596127,2.7090823,62.85427763,0.007433144,10.0,93.59576001,-3.295388,1,EGFR.FGFR,TRAINSET
CAL-148,EGFR,FGFR,1.0,0.1,1.0,0.0,100.0,1e-05,0.1,88.30077248,-47.35924,1,EGFR.FGFR,TRAINSET
CAL-51,EGFR,FGFR,1.0,0.1,1.0,10.0,65.60015117,0.008692021,10.0,91.89998688,29.09108,-3,EGFR.FGFR,TRAINSET
CAMA-1,EGFR,FGFR,1.0,0.1,1.0,10.0,75.40015843,0.000781695,1.9081689,91.8214462,-17.92891,1,EGFR.FGFR,TRAINSET
HCC1395,EGFR,FGFR,1.0,0.1,0.013034717,2.1859059,48.96726959,0.067389365,1.2753036,90.21014932,51.98533,1,EGFR.FGFR,TRAINSET
HCC1428,EGFR,FGFR,1.0,0.1,1.0,0.0,100.0,1.0,0.0,100.0,-32.0158,-1,EGFR.FGFR,TRAINSET
HCC1937,EGFR,FGFR,1.0,0.1,1.0,0.0,100.0,0.011119936,0.7510882,76.59460936,30.0064,1,EGFR.FGFR,TRAINSET
HCC70,EGFR,FGFR,1.0,0.1,1.0,0.0,100.0,1.0,0.0,100.0,-12.35887,1,EGFR.FGFR,TRAINSET
Hs-578-T,EGFR,FGFR,1.0,0.1,1.0,1.3723438,83.61688016,1.0,0.0,100.0,9.532939,-1,EGFR.FGFR,TRAINSET
MDA-MB-157,EGFR,FGFR,1.0,0.1,0.030290617,1.7043017,36.60472872,0.1,10.0,93.00009454,14.61433,1,EGFR.FGFR,TRAINSET
MDA-MB-231,EGFR,FGFR,1.0,0.1,1.0,0.0,100.0,1.0,0.0,100.0,-8.43381,1,EGFR.FGFR,TRAINSET
MFM-223,EGFR,FGFR,1.0,0.1,0.245902906,0.5030193,0.0,1.0,0.0,100.0,-0.4352172,1,EGFR.FGFR,TRAINSET
M14,EGFR,FGFR,1.0,0.1,1.0,0.0,100.0,0.032937335,3.5340717,50.95242034,-4.760586,-1,EGFR.FGFR,TRAINSET
BT-20,EGFR,MAP2K_1,1.0,0.1,0.129993535,0.9991397,49.261173,0.015227843,1.3736771,76.15891357,53.61903,1,EGFR.MAP2K_1,TRAINSET
BT-549,EGFR,MAP2K_1,1.0,0.1,0.022019292,4.2802915,86.72295403,0.001093034,10.0,90.72501194,-5.554851,1,EGFR.MAP2K_1,TRAINSET
CAL-120,EGFR,MAP2K_1,1.0,0.1,0.017951961,10.0,93.95309874,1.0,0.0,100.0,6.416326,1,EGFR.MAP2K_1,TRAINSET
CAL-148,EGFR,MAP2K_1,1.0,0.1,0.007127925,1.5945627,81.40696124,0.009612811,1.860557,88.88424212,-4.482228,1,EGFR.MAP2K_1,TRAINSET
CAL-51,EGFR,MAP2K_1,1.0,0.1,1.0,10.0,83.20009228,0.1,10.0,78.40000239,3.35151,1,EGFR.MAP2K_1,TRAINSET
CAMA-1,EGFR,MAP2K_1,1.0,0.1,1.0,0.0,100.0,1.0,0.0,100.0,17.71496,1,EGFR.MAP2K_1,TRAINSET
HCC1428,EGFR,MAP2K_1,1.0,0.1,1.0,0.0,100.0,1.0,0.0,100.0,-30.01339,1,EGFR.MAP2K_1,TRAINSET
Hs-578-T,EGFR,MAP2K_1,1.0,0.1,1.0,0.0,100.0,1.0,0.0,100.0,-27.19919,-1,EGFR.MAP2K_1,TRAINSET
MDA-MB-231,EGFR,MAP2K_1,1.0,0.1,0.896425302,0.7861114,5.76053412,1.0,0.0,100.0,20.14626,1,EGFR.MAP2K_1,TRAINSET
MDA-MB-453,EGFR,MAP2K_1,1.0,0.1,1.0,10.0,83.80012983,0.028689544,0.9608528,34.52898889,-18.64662,1,EGFR.MAP2K_1,TRAINSET
MDA-MB-468,EGFR,MAP2K_1,1.0,0.1,0.194287655,2.9571838,92.2709394,0.028376821,2.9416662,81.26014248,100.9543,1,EGFR.MAP2K_1,TRAINSET
M14,EGFR,MAP2K_1,1.0,0.1,0.185574243,0.8362116,4.68614319,0.095983777,0.6894753,0.0,32.81099,1,EGFR.MAP2K_1,TRAINSET
BT-474,AKT_1,EGFR_2,1.0,1.0,0.137810888,1.4365156,10.36992065,0.183729034,1.2067246,0.0,43.64678,1,AKT_1.EGFR_2,TRAINSET
BT-474,AKT_1,EGFR_2,3.0,3.0,0.235905868,0.9168335,0.0,0.206499424,1.5423973,7.04303812,48.22565,1,AKT_1.EGFR_2,TRAINSET
CAMA-1,AKT_1,EGFR_2,1.0,1.0,1.0,0.0,100.0,0.800610685,0.8864847,0.0,-6.894141,1,AKT_1.EGFR_2,TRAINSET
CAMA-1,AKT_1,EGFR_2,3.0,3.0,1.0,0.0,100.0,1.427639895,1.6133203,0.0,7.759386,1,AKT_1.EGFR_2,TRAINSET
HCC1395,AKT_1,EGFR_2,3.0,3.0,3.0,10.0,68.60066975,0.737303134,5.1896757,50.56690762,12.23648,-1,AKT_1.EGFR_2,TRAINSET
HCC1419,AKT_1,EGFR_2,1.0,1.0,0.291665295,10.0,67.89885187,0.07707165,2.4759645,44.63447506,40.49601,-1,AKT_1.EGFR_2,TRAINSET
HCC1419,AKT_1,EGFR_2,3.0,3.0,0.52847393,1.5248397,36.90457236,0.132235477,1.0148686,32.72511597,32.55876,1,AKT_1.EGFR_2,TRAINSET
HCC1500,AKT_1,EGFR_2,1.0,1.0,1.0,0.0,100.0,0.502520112,1.2925281,0.0,9.670229,1,AKT_1.EGFR_2,TRAINSET
HCC1954,AKT_1,EGFR_2,3.0,3.0,0.223736655,1.9575749,43.26745134,1.412989503,0.9118778,0.0,66.96092,1,AKT_1.EGFR_2,TRAINSET
MDA-MB-175-VII,AKT_1,EGFR_2,1.0,1.0,0.18777031,1.4278442,2.76914167,0.188729234,2.805901,32.6250633,34.931,-1,AKT_1.EGFR_2,TRAINSET
MDA-MB-415,AKT_1,EGFR_2,3.0,3.0,1.0,0.0,100.0,0.192985332,1.5193649,40.32136795,4.117219,1,AKT_1.EGFR_2,TRAINSET
MDA-MB-436,AKT_1,EGFR_2,3.0,3.0,0.171279674,10.0,91.89111869,3.0,0.4279361,60.00786677,18.44421,1,AKT_1.EGFR_2,TRAINSET
MDA-MB-453,AKT_1,EGFR_2,3.0,3.0,3.0,0.5026929,47.18000323,0.595632323,0.9565002,23.13927708,16.69216,1,AKT_1.EGFR_2,TRAINSET
UACC-812,AKT_1,EGFR_2,1.0,1.0,0.022181083,2.9368756,37.70882956,1.0,0.0,100.0,34.01387,1,AKT_1.EGFR_2,TRAINSET
A549,ALK,EGFR_2,1.0,3.0,1.0,0.0,100.0,1.479930367,2.699951,0.0,25.55663,1,ALK.EGFR_2,TRAINSET
Calu-3,ALK,EGFR_2,1.0,3.0,1.0,0.3902697,80.23352681,2.721488425,10.0,0.0,-7.030849,-3,ALK.EGFR_2,TRAINSET
Calu-6,ALK,EGFR_2,1.0,3.0,1.0,0.0,100.0,1.519638777,10.0,33.32592617,0.6648298,1,ALK.EGFR_2,TRAINSET
DMS-114,ALK,EGFR_2,1.0,3.0,1.0,10.0,93.80002362,0.55290023,1.0045328,0.0,6.777539,1,ALK.EGFR_2,TRAINSET
NCI-H1299,ALK,EGFR_2,1.0,3.0,1.0,0.0,100.0,1.539299285,1.6910796,0.0,18.30909,1,ALK.EGFR_2,TRAINSET
NCI-H1437,ALK,EGFR_2,1.0,3.0,0.03728732,0.2963441,72.29089018,0.704059318,0.8070684,0.0,-2.729943,1,ALK.EGFR_2,TRAINSET
NCI-H1563,ALK,EGFR_2,1.0,3.0,1.0,0.5657325,17.63737468,0.695082853,1.694252,1.42824825,-1.687451,1,ALK.EGFR_2,TRAINSET
NCI-H1975,ALK,EGFR_2,1.0,3.0,0.323376613,3.7794389,87.4263093,0.54797456,1.274686,0.0,0.797784,1,ALK.EGFR_2,TRAINSET
NCI-H2170,ALK,EGFR_2,1.0,3.0,1.0,0.4248865,71.26862535,2.780925398,10.0,0.0,-40.63398,-1,ALK.EGFR_2,TRAINSET
NCI-H2228,ALK,EGFR_2,1.0,3.0,1.0,0.1486843,19.28137991,0.030696499,0.8487233,0.0,4.356899,1,ALK.EGFR_2,TRAINSET
NCI-H23,ALK,EGFR_2,1.0,3.0,0.0001,0.1,80.73818801,0.048313947,0.9963781,36.60627461,-13.29691,1,ALK.EGFR_2,TRAINSET
NCI-H838,ALK,EGFR_2,1.0,3.0,1.0,0.0,100.0,0.949170215,1.8591189,0.0,23.09169,1,ALK.EGFR_2,TRAINSET
HCC1187,BCL2_2,EGFR_2,3.0,3.0,1.0,0.0,100.0,1.0,0.0,100.0,6.17721,-3,BCL2_2.EGFR_2,TRAINSET
BT-20,AKT,ERBB,3.0,3.0,0.013879472,0.8737687,76.19738339,1.180737562,0.9237286,1.90126474,75.40316,1,AKT.ERBB,TRAINSET
BT-20,AKT,ERBB,1.0,1.0,0.164626818,10.0,77.57808386,1.0,1.1563535,44.99069051,1.371758,1,AKT.ERBB,TRAINSET
CAL-120,AKT,ERBB,1.0,1.0,1.0,10.0,93.20010886,0.10268144,1.2696766,57.50403171,0.1959933,1,AKT.ERBB,TRAINSET
CAL-51,AKT,ERBB,1.0,1.0,1.0,2.2537852,79.01156188,0.306863614,1.4159416,41.73221962,7.8161,1,AKT.ERBB,TRAINSET
CAMA-1,AKT,ERBB,3.0,3.0,1.0,0.0,100.0,0.070916385,0.554179,0.0,10.14614,1,AKT.ERBB,TRAINSET
CAMA-1,AKT,ERBB,1.0,1.0,1.0,0.0,100.0,0.206064981,1.8686735,14.60843846,15.01301,1,AKT.ERBB,TRAINSET
DU-4475,AKT,ERBB,1.0,1.0,1.0,0.0,100.0,0.362529075,2.5000356,69.36260921,17.96867,-1,AKT.ERBB,TRAINSET
HCC1143,AKT,ERBB,1.0,1.0,0.015128561,0.6751478,58.03471077,1.0,0.3290335,47.10975131,19.85155,1,AKT.ERBB,TRAINSET
HCC1395,AKT,ERBB,3.0,3.0,3.0,10.0,80.60081961,0.04063998,0.441693,40.35271606,5.833781,-1,AKT.ERBB,TRAINSET
HCC1395,AKT,ERBB,1.0,1.0,1.0,0.0,100.0,0.338840391,1.3264009,46.88858622,23.01357,1,AKT.ERBB,TRAINSET
HCC1419,AKT,ERBB,3.0,3.0,0.140780665,1.1010642,18.4532825,0.623293048,0.5647822,0.0,32.66274,1,AKT.ERBB,TRAINSET
HCC1428,AKT,ERBB,1.0,1.0,0.04183785,0.6565883,80.62916794,1.0,0.0,100.0,-7.973875,1,AKT.ERBB,TRAINSET
HCC1954,AKT,ERBB,3.0,3.0,0.072592599,0.6781367,23.03683122,0.128993277,0.3857207,0.0,60.80097,1,AKT.ERBB,TRAINSET
Hs-578-T,AKT,ERBB,1.0,1.0,1.0,0.0,100.0,0.169301857,1.1627798,55.09149299,5.710976,1,AKT.ERBB,TRAINSET
MDA-MB-157,AKT,ERBB,3.0,3.0,3.0,0.3830324,33.07152339,0.297743676,0.1948856,0.0,-3.505665,1,AKT.ERBB,TRAINSET
MDA-MB-157,AKT,ERBB,1.0,1.0,1.0,0.914037,62.31414444,0.274666544,10.0,83.59979173,50.51452,1,AKT.ERBB,TRAINSET
MDA-MB-453,AKT,ERBB,3.0,3.0,3.0,0.9236518,13.63669177,1.63100158,0.6606627,0.0,17.31706,1,AKT.ERBB,TRAINSET
MDA-MB-453,AKT,ERBB,1.0,1.0,0.287265943,10.0,55.99917864,0.304807933,2.5079252,33.73623533,39.78023,1,AKT.ERBB,TRAINSET
MDA-MB-468,AKT,ERBB,3.0,3.0,3.0,0.2117174,36.94962351,2.392358916,10.0,0.0,106.8248,1,AKT.ERBB,TRAINSET
MDA-MB-468,AKT,ERBB,1.0,1.0,1.0,10.0,82.00000479,0.310561393,10.0,45.6994919,74.66898,1,AKT.ERBB,TRAINSET
M14,AKT,ERBB,1.0,1.0,0.166005081,4.0888729,40.04409897,0.23311262,3.0883498,31.88955081,-5.504747,-3,AKT.ERBB,TRAINSET
647-V,ERBB,FGFR,3.0,0.1,1.0,0.0,100.0,0.071646393,1.4175385,72.73507185,13.62757,1,ERBB.FGFR,TRAINSET
BT-20,ERBB,FGFR,1.0,1.0,1.0,0.4606182,79.33349144,0.2672081,10.0,70.2992931,-1.81518,1,ERBB.FGFR,TRAINSET
BT-549,ERBB,FGFR,1.0,1.0,1.0,0.4781451,13.37940789,0.115481209,10.0,86.94969851,9.494321,1,ERBB.FGFR,TRAINSET
CAL-120,ERBB,FGFR,1.0,1.0,0.025526342,10.0,86.93308291,0.326953295,10.0,92.59987958,69.96979,1,ERBB.FGFR,TRAINSET
CAL-148,ERBB,FGFR,1.0,1.0,1.0,0.0,100.0,1.0,0.0,100.0,-45.37699,-1,ERBB.FGFR,TRAINSET
DU-4475,ERBB,FGFR,1.0,1.0,0.027305029,10.0,81.23330744,1.0,0.0,100.0,-78.69106,-1,ERBB.FGFR,TRAINSET
HCC1143,ERBB,FGFR,1.0,1.0,1.0,0.1079868,84.57075287,0.019325649,0.6523542,55.63633761,25.63454,1,ERBB.FGFR,TRAINSET
HCC1395,ERBB,FGFR,1.0,1.0,0.009374741,1.4137862,47.21351267,1.0,0.3218791,84.79074927,64.35238,1,ERBB.FGFR,TRAINSET
HCC1428,ERBB,FGFR,1.0,1.0,1.0,0.0,100.0,1.0,0.0,100.0,10.78371,1,ERBB.FGFR,TRAINSET
HCC70,ERBB,FGFR,1.0,1.0,1.0,10.0,90.60024832,1.0,0.0,100.0,-58.86693,-1,ERBB.FGFR,TRAINSET
Hs-578-T,ERBB,FGFR,1.0,1.0,0.0001,0.1,82.81528786,0.0001,0.1,89.84287612,29.89334,1,ERBB.FGFR,TRAINSET
HT-1197,ERBB,FGFR,3.0,3.0,3.0,10.0,52.20016309,1.0,0.0,100.0,-39.56688,-1,ERBB.FGFR,TRAINSET
HT-1376,ERBB,FGFR,3.0,1.0,1.445313474,2.0093135,77.72653411,0.071166989,0.949218,46.06431293,2.598166,1,ERBB.FGFR,TRAINSET
J82,ERBB,FGFR,3.0,3.0,0.485298921,0.4013465,45.39587961,0.0003,0.1,83.73521545,40.04342,1,ERBB.FGFR,TRAINSET
KU-19-19,ERBB,FGFR,3.0,3.0,1.0,0.0,100.0,1.0,0.0,100.0,-50.42143,-1,ERBB.FGFR,TRAINSET
MDA-MB-157,ERBB,FGFR,1.0,1.0,0.036920388,1.2252513,30.94015628,0.258404635,10.0,72.19895717,39.6997,1,ERBB.FGFR,TRAINSET
MDA-MB-231,ERBB,FGFR,1.0,1.0,0.325447046,10.0,88.59983604,1.0,0.0,100.0,-15.08077,1,ERBB.FGFR,TRAINSET
MDA-MB-436,ERBB,FGFR,1.0,1.0,0.095812749,0.8172132,87.06407884,0.114823454,10.0,84.54949093,-5.823226,1,ERBB.FGFR,TRAINSET
M14,ERBB,FGFR,1.0,1.0,1.0,0.0,100.0,0.199644317,10.0,47.63319461,-28.2755,-1,ERBB.FGFR,TRAINSET
T-24,ERBB,FGFR,3.0,3.0,1.0,0.0,100.0,3.0,10.0,80.4001015,-1.508726,1,ERBB.FGFR,TRAINSET
647-V,ERBB,IAP,0.003,0.1,0.000605017,1.5861738,3.7193425,0.098724477,0.9914944,58.23374099,6.407124,1,ERBB.IAP,TRAINSET
J82,ERBB,IAP,3.0,3.0,0.005145618,0.6543879,21.539376,0.0003,0.1,84.81167039,16.83164,1,ERBB.IAP,TRAINSET
KU-19-19,ERBB,IAP,3.0,3.0,1.0,0.0,100.0,1.0,0.0,100.0,-95.86531,-1,ERBB.IAP,TRAINSET
SW780,ERBB,IAP,0.03,3.0,0.00112419,0.7521875,55.08606163,1.0,0.0,100.0,-178.6541,1,ERBB.IAP,TRAINSET
T-24,ERBB,IAP,1.0,3.0,0.253577733,10.0,86.5986168,1.131137558,10.0,84.49909728,-18.59214,1,ERBB.IAP,TRAINSET
TCCSUP,ERBB,IAP,0.03,3.0,0.000514951,0.2972573,61.17245785,3.0,0.1308894,75.25485677,21.87748,1,ERBB.IAP,TRAINSET
BT-20,ERBB,MAP2K_1,1.0,1.0,0.026321976,0.7874488,52.44039043,0.169858448,1.0686219,69.72838867,26.87017,1,ERBB.MAP2K_1,TRAINSET
CAL-120,ERBB,MAP2K_1,1.0,1.0,1.0,10.0,90.40007074,1.0,0.0,100.0,-4.937774,-1,ERBB.MAP2K_1,TRAINSET
CAL-148,ERBB,MAP2K_1,1.0,1.0,1.0,0.0,100.0,1.0,0.0,100.0,36.9506,1,ERBB.MAP2K_1,TRAINSET
CAMA-1,ERBB,MAP2K_1,1.0,1.0,1.0,10.0,92.00001425,1.0,0.0,100.0,11.67747,1,ERBB.MAP2K_1,TRAINSET
DU-4475,ERBB,MAP2K_1,1.0,1.0,0.029558167,10.0,0.56634251,1.0,0.0,100.0,9.43266,-1,ERBB.MAP2K_1,TRAINSET
HCC1806,ERBB,MAP2K_1,1.0,1.0,0.294223526,1.338853,29.93877001,1.0,0.0,100.0,50.84485,1,ERBB.MAP2K_1,TRAINSET
HCC1937,ERBB,MAP2K_1,1.0,1.0,0.48596048,0.6678448,69.09869753,0.010755974,1.6426269,85.27363087,43.78416,1,ERBB.MAP2K_1,TRAINSET
HCC38,ERBB,MAP2K_1,1.0,1.0,0.042069364,0.6920342,77.69904131,0.0001,0.1,72.82270966,34.01219,1,ERBB.MAP2K_1,TRAINSET
HCC70,ERBB,MAP2K_1,1.0,1.0,0.232889306,10.0,88.78819871,1.0,0.0,100.0,40.77648,-1,ERBB.MAP2K_1,TRAINSET
Hs-578-T,ERBB,MAP2K_1,1.0,1.0,0.102716883,0.6662854,49.61152176,0.017424438,2.734368,81.43335048,-3.743074,1,ERBB.MAP2K_1,TRAINSET
HT-1197,ERBB,MAP2K_1,1.0,3.0,1.0,0.802278,67.97284183,1.0,0.0,100.0,-0.2337827,1,ERBB.MAP2K_1,TRAINSET
HT-1376,ERBB,MAP2K_1,3.0,1.0,3.0,0.5461351,16.2816006,0.10120688,1.343014,45.7416797,56.20092,1,ERBB.MAP2K_1,TRAINSET
KU-19-19,ERBB,MAP2K_1,3.0,3.0,0.990434921,10.0,31.29894191,1.0,0.0,100.0,-42.09745,-1,ERBB.MAP2K_1,TRAINSET
MDA-MB-231,ERBB,MAP2K_1,1.0,1.0,1.0,0.6647821,0.28349812,1.0,10.0,91.00003542,28.10739,1,ERBB.MAP2K_1,TRAINSET
MDA-MB-453,ERBB,MAP2K_1,1.0,1.0,1.0,0.0,100.0,0.287333728,10.0,51.99917781,-22.73189,1,ERBB.MAP2K_1,TRAINSET
MDA-MB-468,ERBB,MAP2K_1,1.0,1.0,1.0,0.0,100.0,0.282733442,10.0,94.0998588,114.8552,1,ERBB.MAP2K_1,TRAINSET
M14,ERBB,MAP2K_1,1.0,1.0,0.170844818,2.8683702,34.1892925,0.244247445,10.0,49.48651364,27.32132,-3,ERBB.MAP2K_1,TRAINSET
SW780,ERBB,MAP2K_1,3.0,3.0,1.443730183,2.4458406,45.38994289,1.0,0.0,100.0,83.7001,1,ERBB.MAP2K_1,TRAINSET
UM-UC-3,ERBB,MAP2K_1,3.0,3.0,0.244339375,5.0589722,55.47545684,3.0,1.881083,49.54384926,27.59342,1,ERBB.MAP2K_1,TRAINSET
VM-CUB-1,ERBB,MAP2K_1,3.0,3.0,0.295626764,1.2074194,74.80007462,0.0003,0.1,60.12624545,67.79423,1,ERBB.MAP2K_1,TRAINSET
BT-20,ERBB,MTOR_1,1.0,3.0,0.079548,1.5110494,30.31123409,0.023267026,10.0,72.59999748,38.62213,1,ERBB.MTOR_1,TRAINSET
BT-20,ERBB,MTOR_1,1.0,1.0,0.303612689,1.3102269,17.26390679,0.163462809,3.2425911,67.24134533,7.107197,1,ERBB.MTOR_1,TRAINSET
BT-474,ERBB,MTOR_1,1.0,3.0,0.107248829,7.6437867,27.98609465,0.336325656,1.199593,0.0,-11.51616,1,ERBB.MTOR_1,TRAINSET
CAL-120,ERBB,MTOR_1,1.0,1.0,0.162564356,1.0791309,24.44747837,0.0001,0.1,84.97023535,11.42428,1,ERBB.MTOR_1,TRAINSET
CAL-51,ERBB,MTOR_1,1.0,1.0,0.192462955,1.3822135,18.97652401,0.44790495,10.0,88.7963602,-1.869222,1,ERBB.MTOR_1,TRAINSET
CAMA-1,ERBB,MTOR_1,1.0,3.0,0.152224262,2.3035334,18.48662387,1.0,0.0,100.0,5.194003,1,ERBB.MTOR_1,TRAINSET
CAMA-1,ERBB,MTOR_1,1.0,1.0,0.357952196,1.8045804,18.58941267,0.425612085,10.0,93.19867357,-3.448257,1,ERBB.MTOR_1,TRAINSET
DU-4475,ERBB,MTOR_1,1.0,1.0,0.178458621,1.0754219,0.0,1.0,0.0,100.0,-101.819,-1,ERBB.MTOR_1,TRAINSET
HCC1143,ERBB,MTOR_1,1.0,1.0,0.305045294,10.0,57.89948692,0.08289376,0.8034733,66.51403955,31.61059,-1,ERBB.MTOR_1,TRAINSET
HCC1187,ERBB,MTOR_1,1.0,3.0,1.0,0.0,100.0,1.0,0.0,100.0,-48.76037,-1,ERBB.MTOR_1,TRAINSET
HCC1187,ERBB,MTOR_1,1.0,1.0,0.264869827,10.0,12.2998499,1.0,0.0,100.0,-0.6242202,1,ERBB.MTOR_1,TRAINSET
HCC1395,ERBB,MTOR_1,1.0,3.0,0.252830337,10.0,67.19058317,3.0,0.651744,33.92537529,-40.47877,-1,ERBB.MTOR_1,TRAINSET
HCC1395,ERBB,MTOR_1,1.0,1.0,0.516375485,0.7605263,6.9515642,1.0,0.3948379,77.11870643,-0.3383981,1,ERBB.MTOR_1,TRAINSET
