CELL_LINE,COMBINATION_ID,SYNERGY_SCORE,PREDICTION,ERROR,ERROR_NORM
CAL-51,ALK_IGFR.PIK3CB_PIK3CD,9.015093,12.3133465794,-3.2982535794,-0.365859074266
DU-4475,BCL2_BCL2L1.SLC16A4,4.567143,-2.24066582945,6.80780882945,1.49060557759
MDA-MB-175-VII,AKT.AKT_1,-62.45628,-37.4308574112,-25.0254225888,0.400687050026
HCC1954,BCL2L1.PIK3C,7.332337,13.9748205989,-6.6424835989,-0.905916299114
Calu-3,ALK.CSNK2A1_2,12.04267,4.5930499729,7.4496200271,0.618602023231
HCC38,MAP2K_1.MTOR_1,4.534253,4.50093399326,0.03331900674,0.00734829016819
NCI-H358,BCL2L1.IAP,5.632736,32.8852930341,-27.2525570341,-4.83824504363
RKO,IAP.PARP1,68.72678,43.3593331887,25.3674468113,0.369105708303
NCI-SNU-16,FGFR.MTOR_3,-15.33537,20.7882617232,-36.1236317232,2.35557614346
MFM-223,ADAM17.PIK3CB_PIK3CD,-15.22839,1.59964854527,-16.8280385453,1.10504383886
HT-29,IAP.JAK,-4.91609,10.9424570585,-15.8585470585,3.22584555175
Calu-3,IAP.Topotecan,-22.20639,-46.2255330584,24.0191430584,-1.08163204638
VCaP,AKT.FGFR,-7.65672,-14.7331565619,7.0764365619,-0.924212529895
HCC70,BCL2_BCL2L1.PIM1,-43.07365,2.05466947256,-45.1283194726,1.04770130863
NCI-H520,IAP.PIK3CA_3,12.91735,8.9650059393,3.9523440607,0.305971740388
HCC1806,MAP2K_1.PIM1,37.84039,12.8476582159,24.9927317841,0.660477647934
MDA-MB-468,ALK_IGFR.MTOR_1,12.077,13.6087805836,-1.5317805836,-0.126834527085
KU-19-19,FGFR.MTOR_1,-65.80464,-34.5071680716,-31.2974719284,0.475611931444
NCI-H1703,PIK3CB.Topotecan,6.193549,5.35235594156,0.84119305844,0.135817615787
COLO-205,IAP.IGFR_4,11.25531,16.6711628881,-5.4158528881,-0.481182027692
HCC70,ADAM17.PIK3C,36.66062,7.33502894713,29.3255910529,0.799920761102
LS-513,IAP.PARP1,-2.968035,19.8613024432,-22.8293374432,7.69173457968
HCC1937,AKT_1.ESR1,-12.8115,11.7763803375,-24.5878803375,1.91920386664
NCI-H226,IAP.Vinorelbine,35.226,14.6851582104,20.5408417896,0.583115931119
MFM-223,ADAM17.MTOR_1,6.913281,1.01919611819,5.89408488181,0.852574180307
BT-20,AKT.FGFR,-0.467887,13.1439534347,-13.6118404347,29.0921535215
VM-CUB-1,Cisplatin.FGFR,2.019773,-15.7216906549,17.7414636549,8.78388989995
CAMA-1,ESR1_3.MTOR_1,5.519751,10.3456993917,-4.8259483917,-0.874305451768
RKO,CHEK1.IAP,-1.013762,27.0724881701,-28.0862501701,27.7049743136
KMS-11,AKT.FGFR,-52.52134,-18.7324984387,-33.7888415613,0.643335481564
MDA-MB-468,AKT_1.BCL2_BCL2L1,29.662,27.3661123766,2.2958876234,0.0774016459915
SW780,PARP1.PIK3CB_PIK3CD,-42.21036,3.84803134858,-46.0583913486,1.09116319663
MFM-223,ALK_IGFR.PIK3CB_PIK3CD,14.87154,12.6555519085,2.2159880915,0.149008649508
MCF7,FGFR.Proteasome_2,4.365294,7.56992841723,-3.20463441723,-0.734116514771
SW48,IAP.PIK3C,-22.10678,18.4944362145,-40.6012162145,1.83659566045
MDA-MB-157,MTOR_1.PIK3C,52.14253,13.997369546,38.145160454,0.731555612165
NCI-H2291,CSNK2A1_2.PIK3CA_3,5.780475,11.3689661269,-5.5884911269,-0.96678752644
MDA-MB-436,ERBB.PIK3CA_4,-14.51429,4.21028734228,-18.7245773423,1.29007876667
A549,BRAF_M2.MAP2K_3,72.17994,65.9988111317,6.1811288683,0.0856349959324
MDA-MB-436,ESR1.FGFR,-16.33541,-1.76858461981,-14.5668253802,0.891733074357
MDA-MB-453,ERBB.FGFR,6.498541,10.8614631326,-4.3629221326,-0.671369486259
CAMA-1,AKT.TNKS_PARP6,32.40212,11.8739760727,20.5281439273,0.633543235051
Calu-6,BCL2.Topotecan,20.66254,1.25519276604,19.407347234,0.939252736303
A549,CarboTaxol.CSNK2A1_2,-12.31963,8.3666678034,-20.6862978034,1.67913304242
SW780,HSP90.PARP1,13.03962,-4.39862282034,17.4382428203,1.33732753104
A549,BCL2_2.Vinorelbine,-5.017739,9.39210860576,-14.4098476058,2.87178101646
MDA-MB-468,PIK3C.PIP5K1,-24.26203,14.9090759766,-39.1711059766,1.61450241289
NCI-H1793,BCL2_2.Vinorelbine,18.78018,19.6906982714,-0.9105182714,-0.0484829363403
HCC1428,PARP1.PIK3CB_PIK3CD,-0.4745446,3.57452740754,-4.04907200754,8.53254258407
NCI-H1703,Doxorubicin.IAP,3.495408,5.77497135783,-2.27956335783,-0.652159449721
MDA-MB-436,AKT_1.ESR1_1,-131.3238,1.17978521303,-132.503585213,1.00898378826
HCC38,BCL2_BCL2L1.FGFR,8.291264,-12.1559274838,20.4471914838,2.46611270414
CAL-148,AKT.PIK3C_2,0.7499019,-1.15136901135,1.90127091135,2.53535950682
HCC38,PIK3C.PIP5K1,-39.80713,7.73685190979,-47.5439819098,1.19435844558
MDA-MB-436,BCL2_BCL2L1.SLC16A4,9.491573,0.668002274616,8.82357072538,0.929621541696
CAL-51,MAP2K_1.PIP5K1,9.547578,7.69503103375,1.85254696625,0.194033184777
HCC1187,MTOR_1.TNKS_PARP6,5.883256,9.19603520271,-3.31277920271,-0.563086019495
MDA-MB-453,ERBB.MAP2K_1,-22.73189,11.8889483916,-34.6208383916,1.52300747503
NCI-H1975,ALK.CSNK2A1_2,15.75259,16.0444946749,-0.2919046749,-0.018530582901
NCI-H2170,BCL2_2.Vinorelbine,-101.5864,-14.4953014908,-87.0910985092,0.857310609582
T-24,AKT.TNF,-5.950885,35.3841865413,-41.3350715413,6.94603769713
NCI-H1299,BCL2_2.Vinorelbine,16.40498,8.96280108435,7.44217891565,0.453653641495
MDA-MB-468,ESR1_1.MTOR_1,-42.74192,19.9520697017,-62.6939897017,1.4668033093
NCI-H2228,CHEK1.IAP,-2.468558,20.5667151228,-23.0352731228,9.33146927186
CAL-51,MTOR_1.TNKS_PARP6,-22.45175,9.92736846787,-32.3791184679,1.44216457371
KU-19-19,AKT.FGFR,-90.52614,-39.4532619047,-51.0728780953,0.564178237306
SW780,Chloroquine.FGFR,-11.19588,-8.50550776747,-2.69037223253,0.240300202622
Calu-3,CarboTaxol.CSNK2A1_2,-34.98904,-19.8255784374,-15.1634615626,0.43337746799
HCC70,MTOR_1.TNKS_PARP6,15.86715,6.93099778806,8.93615221194,0.563185714633
BFTC-905,AKT.HDAC_4,2.133099,11.4863474573,-9.3532484573,-4.38481685909
MDA-MB-468,AKT.ERBB,106.8248,53.5511627439,53.2736372561,0.498701025006
RKO,BCL2.IGFR_4,-24.40014,9.60461304759,-34.0047530476,1.39362942375
SW620,BRAF_M2.MAP2K_1,62.90719,23.6611431434,39.2460468566,0.623872197385
HT-1197,EG5.PIM1,45.1207,4.77767112891,40.3430288711,0.894113541481
M14,AKT.ATR_4,-21.10702,0.823274505676,-21.9302945057,1.03900477214
Calu-6,BCL2L1.Vinorelbine,16.72941,25.4457476027,-8.7163376027,-0.52101882868
HCC70,AKT_SGK.MAP2K_1,34.50574,7.55070411415,26.9550358859,0.78117541852
HT-1376,EG5.PIM1,3.801649,3.55051683723,0.25113216277,0.0660587452366
VM-CUB-1,ATR_4.BCL2_BCL2L1,2.390643,-4.36846597438,6.75910897438,2.82731841366
647-V,Cisplatin.PIK3C,10.24573,5.53358901036,4.71214098964,0.459912665046
NCI-H1299,ALK_2.MTOR_1,59.01793,17.0769000341,41.9410299659,0.710648949665
NCI-H2291,BCL2L1.Vinorelbine,98.53807,61.8703901052,36.6676798948,0.372116887359
VM-CUB-1,Cisplatin.HDAC_4,-0.0207042,-17.6980559609,17.6773517609,-853.805110118
NCI-H358,IAP.TOP2_2,15.84934,16.0694409938,-0.2201009938,-0.0138870762947
NCI-H1793,ALK.MTOR_1,52.23494,27.7269972225,24.5079427775,0.469186769957
BT-20,ESR1_1.MTOR_1,6.625989,18.3543820093,-11.7283930093,-1.77005923332
HCC1806,AKT.PIK3C_2,-15.70878,11.692977038,-27.401757038,1.74435933523
MDA-MB-468,AKT_1.EGFR_2,71.33031,48.8660348273,22.4642751727,0.314933093277
MDA-MB-157,ESR1_1.PIK3C,38.15052,11.2348540441,26.9156659559,0.705512426984
CAL-120,AKT_SGK.PIK3C,26.76804,10.6165215987,16.1515184013,0.603388159959
T47D,HDAC_4.PARP1,-373.361,-0.847258440973,-372.513741559,0.997730725917
NCI-H2291,ATR_4.IAP,2.858895,8.50737059634,-5.64847559634,-1.97575482707
TCCSUP,IAP.PIK3C,29.79253,22.0599985663,7.7325314337,0.259545981281
MFM-223,MAP2K_1.PIP5K1,-41.00462,5.69831858879,-46.7029385888,1.13896772092
SW948,IAP.SN38,31.4461,20.069917363,11.376182637,0.361767679839
HCC70,AKT_1.PIK3C,-4.891449,14.5696609859,-19.4611099859,3.97859815893
BFTC-905,Cisplatin.FGFR,23.23026,0.378258442613,22.8520015574,0.983716994876
CAL-120,BCL2_BCL2L1.MAP2K_1,2.210898,14.242996416,-12.032098416,-5.44217707737
MDA-MB-361,BCL2L1.MTOR_1,36.53315,42.5641005784,-6.0309505784,-0.165081592428
NCI-H358,Doxorubicin.IAP,16.59258,16.1227229752,0.4698570248,0.028317297539
HT-1197,AKT.Cisplatin,22.90346,8.11871412856,14.7847458714,0.645524557051
NCI-H2170,BCL2.CarboTaxol,-25.26779,-26.1928057167,0.9250157167,-0.036608493133
HCC1395,AKT_SGK.FGFR,63.79015,3.80181659672,59.9883334033,0.940401196788
MCF7,FGFR.WNT,-7.763957,5.57169186879,-13.3356488688,1.71763559082
MDA-MB-157,BCL2L1.PIK3C,40.40864,19.6595457752,20.7490942248,0.513481627315
MDA-MB-157,AKT.ERBB,50.51452,21.9575553177,28.5569646823,0.565321905114
CAL-148,AKT_1.PIK3C_2,32.02186,6.15839192238,25.8634680776,0.807681629912
BT-20,EGFR.MAP2K_1,53.61903,23.5375023788,30.0815276212,0.561023346025
HT-29,IAP.IGFR_4,-20.74053,7.81152860489,-28.5520586049,1.37663109886
KMS-11,Chloroquine.FGFR,-37.13512,-22.4437982326,-14.6913217674,0.395617996317
HCC1395,Chloroquine.PIK3C,42.67767,-0.801734528406,43.4794045284,1.01878580833
CAL-148,ESR1.MAP2K_1,-6.077363,-9.03553142871,2.95816842871,-0.486751972642
MDA-MB-436,MTOR_1.TNKS_PARP6,1.723741,4.50586036442,-2.78211936442,-1.61400080663
M14,AKT.AKT_1,-6.729425,17.8612070755,-24.5906320755,3.6541951319
MCF7,AKT.Chloroquine,9.967568,14.501252888,-4.533684888,-0.454843637686
HCC1419,AKT.Chloroquine,15.59449,8.5486085447,7.0458814553,0.451818652312
CAL-148,FASN.MTOR_1,-8.579723,-3.76327357462,-4.81644942538,0.561375865559
BT-549,ADAM17.AKT,7.39824,5.97545028396,1.42278971604,0.192314620239
CAMA-1,MTOR_1.PIK3CA_4,-13.79611,5.44700909879,-19.2431190988,1.39482209832
HT-1376,CHEK1.IAP,27.68068,12.4536821226,15.2269978774,0.55009479093
CAMA-1,ADAM17.MAP2K_1,-1.800398,8.36962662523,-10.1700246252,5.64876467605
NCI-H1793,ALK_2.MTOR_1,57.63945,24.6418564598,32.9975935402,0.572482796769
NCI-H3122,Doxorubicin.TOP2,9.173636,17.5076211126,-8.3339851126,-0.908471309806
HCC1569,AKT_1.PIK3C,29.80419,23.0666065785,6.7375834215,0.226061618232
LS-513,IGFR_3.MAP2K_1,24.84664,16.9050088423,7.9416311577,0.319625959796
Hs-578-T,ERBB.MTOR_1,1.693221,-0.641567711161,2.33478871116,1.37890370552
MCF7,FGFR.PIK3C_MTOR,8.495394,4.58757349813,3.90782050187,0.459992850463
MDA-MB-453,ESR1_1.PIK3C,47.09623,3.67731689187,43.4189131081,0.921919081594
NCI-H1975,ALK.MTOR_1,6.614022,16.8483542111,-10.2343322111,-1.54736893997
NCI-H3122,BRAF_M.MAP2K_1,-72.64488,7.13632851048,-79.7812085105,1.09823580837
M14,ERBB.PIK3CA_4,-18.21009,11.5428466892,-29.7529366892,1.6338709303
MFM-223,AKT.ATR_4,-5.980718,-2.15742025388,-3.82329774612,0.63927069394
RKO,IGFR_4.MAP2K_1,23.57056,25.1592297373,-1.5886697373,-0.067400593677
LS-513,IAP.PIK3CB,-8.846129,21.4308555984,-30.2769845984,3.42262526337
NCI-H1975,ALK.EGFR_2,0.797784,16.7609660705,-15.9631820705,-20.0094036362
SW948,IAP.PIK3C,11.52239,23.3957928271,-11.8734028271,-1.03046354334
MDA-MB-468,BRAF_M2.MAP2K_3,123.8324,76.5263407486,47.3060592514,0.382016816693
HT-1197,HSP90.PARP1,11.94276,2.98407632167,8.95868367833,0.750135117706
CAL-51,AKT_SGK.MAP2K_1,9.47785,7.8210113234,1.6568386766,0.174811658404
T47D,FGFR.MTOR_3,-27.67313,7.54543935646,-35.2185693565,1.2726630257
HCC1187,ESR1.FGFR,2.281585,-2.73648471551,5.01806971551,2.19937881583
MDA-MB-157,PARP1.PIK3C,24.96887,17.7087186331,7.2601513669,0.290768119138
NCI-H2170,BCL2.Topotecan,1.463783,-20.2828014585,21.7465844585,14.8564264365
T47D,AKT.Chloroquine,10.65468,7.07790806736,3.57677193264,0.335699611123
MDA-MB-468,AKT.PIK3C_2,3.043114,17.1518404338,-14.1087264338,-4.63627929608
HCC1428,FGFR.SLC16A4,-10.43832,-11.3390249776,0.9007049776,-0.0862883086167
647-V,ERBB.MTOR_1,35.98297,7.97943395313,28.0035360469,0.778244154023
T47D,AKT.AKT_1,-2.04992,18.193136755,-20.243056755,9.8750471994
NCI-H226,Carboplatin.CSNK2A1_2,13.92972,13.0492017754,0.8805182246,0.0632114805323
Hs-578-T,AKT.EGFR,-32.31488,1.01796286366,-33.3328428637,1.03150136605
Calu-6,CSNK2A1_2.TNFSF10,-0.4143564,4.92407623221,-5.33843263221,12.8836736496
CAL-51,EGFR.FGFR,29.09108,2.32192924036,26.7691507596,0.920184151281
HCC38,AKT.PIK3CA_4,-38.90653,2.64537525854,-41.5519052585,1.06799309161
VM-CUB-1,PARP1.PIK3C,25.35557,-1.5881318844,26.9437018844,1.06263443829
NCI-SNU-16,FGFR.MTOR_1,4.670391,13.2571744448,-8.5867834448,-1.8385577235
UM-UC-3,AKT.ERBB,-4.028207,19.6152796522,-23.6434866522,5.86948154655
MDA-MB-436,BCL2_BCL2L1.FGFR,-9.931216,-8.28317941868,-1.64803658132,0.165945094873
DMS-114,Carboplatin.CSNK2A1_2,-21.39331,-5.80085819752,-15.5924518025,0.728847092969
LS-513,IGFR_3.TKI,25.20136,-11.3273641048,36.5287241048,1.44947431824
CAL-120,FGFR.TNKS_PARP6,1.033681,13.5256553245,-12.4919743245,-12.0849414128
NCI-H2170,CSNK2A1_2.PIK3CA_3,3.707614,0.994248356955,2.71336564304,0.731836065741
CAL-51,AKT_1.EGFR,-21.38677,14.1942165596,-35.5809865596,1.66369145783
HCT-116,BCL2.MAP2K_1,-398.8432,-451.715309858,52.872109858,-0.132563648717
NCI-H358,ALK_2.MTOR_1,52.32034,16.3543941132,35.9659458868,0.687418045961
CAL-148,ADAM17.AKT,12.68634,-1.81499118019,14.5013311802,1.14306657241
MDA-MB-436,PIK3C_2.PIK3CA_4,-1.91057,-4.42235621127,2.51178621127,-1.31467897605
HCC1187,AKT.PIK3CA_4,2.609344,5.87446944868,-3.26512544868,-1.25132042716
Calu-6,AKT.CSNK2A1_2,73.02446,6.6579647826,66.3664952174,0.908825552663
22RV1,AKT.FGFR,-13.81908,8.97259938616,-22.7916793862,1.64929064642
BFTC-905,ATR_4.IAP,0.1430406,9.36684632085,-9.22380572085,-64.4838299116
SW837,IAP.PIK3CB,5.737254,22.9962328371,-17.2589788371,-3.00822986695
Calu-3,BCL2L1.CarboTaxol,4.402617,-18.0325784482,22.4351954482,5.09587716765
HCC1143,ADAM17.BCL2_BCL2L1,3.369319,0.689989827399,2.6793291726,0.795213861496
A549,ATR_4.IAP,12.82149,4.68388166887,8.13760833113,0.634685074132
MDA-MB-231,ATR_4.BCL2_BCL2L1,-29.93607,7.4942712265,-37.4303412265,1.2503425208
NCI-H358,CHEK1.IAP,34.8975,11.5583791897,23.3391208103,0.668790624265
MDA-MB-231,FGFR.TNKS_PARP6,2.327113,-1.21433086272,3.54144386272,1.52181860645
HCC1954,AKT.CSNK2A1_2,-20.88213,10.5390450012,-31.4211750012,1.50469205015
NCI-H23,Carboplatin.CSNK2A1_2,-12.56483,-0.901665357684,-11.6631646423,0.92823895288
NCI-H226,IAP.TOP2_2,35.09351,16.6517937347,18.4417162653,0.525502187308
MDA-MB-453,PARP1.PIK3C,3.31332,10.9327745639,-7.6194545639,-2.29964342831
CAMA-1,BCL2_BCL2L1_BCL2L2.FGFR,-17.2007,-13.227002288,-3.973697712,0.231019534786
M14,MAP2K_1.PIM1,16.23689,5.66388022943,10.5730097706,0.651172100727
HT-1376,ATR_4.IAP,4.55246,2.56113919601,1.99132080399,0.437416430675
MDA-MB-436,ATR_4.CarboTaxol,18.06379,-14.0002942147,32.0640842147,1.77504744102
HT-1197,ERBB.MTOR_1,-11.10421,6.6339140452,-17.7381240452,1.59742332369
HCC1187,PIK3CB_PIK3CD.TNKS_PARP6,10.14969,11.6535800098,-1.5038900098,-0.148171028849
DMS-114,CHEK1.IAP,12.83989,15.2697791225,-2.4298891225,-0.18924532239
NCI-H520,PIM1.TOP2_2,77.16998,12.7483092895,64.4216707105,0.834802221155
NCI-H1793,ATR_4.IAP,26.53115,23.0017975343,3.5293524657,0.133026742742
Calu-3,ALK_2.MTOR_1,11.89338,-9.48826785039,21.3816478504,1.79777723829
MFM-223,ADAM17.BCL2_BCL2L1,-11.2459,0.505546851643,-11.7514468516,1.04495388112
CAL-120,MTOR_1.TNKS_PARP6,25.40705,7.18904834449,18.2180016555,0.717045137295
SW837,IGFR_3.TKI,19.76623,5.34602631697,14.420203683,0.729537381839
HCC70,AKT.CSNK2A1_2,-5.610764,4.08741229655,-9.69817629655,1.72849478191
EVSA-T,AKT_1.Chloroquine,-5.370052,3.95422210028,-9.32427410028,1.73634707826
MCF7,BRAF_M2.MAP2K_3,25.68089,58.2058893323,-32.5249993323,-1.26650592453
HCC1395,ESR1_3.MTOR_1,-48.17627,6.57758174692,-54.7538517469,1.13653156932
Calu-3,BCL2L1.Vinorelbine,-22.58135,-0.615611125209,-21.9657388748,0.972738072559
CAL-51,AKT_1.PIK3C,27.7552,17.5196901536,10.2355098464,0.368778097308
HCC1806,AKT_1.PIK3C_2,43.48635,19.5574363359,23.9289136641,0.550262637911
CAL-120,MAP2K_1.MTOR_1,7.404285,3.46503073178,3.93925426822,0.532023587452
MDA-MB-175-VII,FGFR.MTOR_3,27.65837,-22.556812739,50.215182739,1.8155510516
HCC1143,ADAM17.PIK3CB_PIK3CD,34.24538,-0.0736399866886,34.3190199867,1.00215036267
A549,ALK.CSNK2A1_2,7.100497,19.3090601193,-12.2085631193,-1.71939557461
MDA-MB-361,BCL2L1.IAP,51.3085,65.1037046745,-13.7952046745,-0.268867822573
Hs-578-T,FGFR.TNKS_PARP6,5.233097,2.33211572889,2.90098127111,0.554352665565
HCC1395,PIK3CB_PIK3CD.TNKS_PARP6,3.065462,8.4668509825,-5.4013889825,-1.76201465962
EVSA-T,BRAF_M2.MAP2K_3,-16.95827,46.8344884327,-63.7927584327,3.76174918979
A549,PIK3CB.Topotecan,-1.348835,13.3231531252,-14.6719881252,10.8775262543
HT-29,MAP2K_1.PIK3C,63.35664,31.5800815946,31.7765584054,0.50155056211
CAL-148,AKT_1.BCL2_BCL2L1,10.64219,9.24510320819,1.39708679181,0.131278129014
NCI-H838,CSNK2A1_2.PIK3CA_3,27.3109,8.51835304579,18.7925469542,0.688096948625
NCI-H1793,CHEK1.IAP,51.64542,29.4838477858,22.1615722142,0.429110116913
MDA-MB-157,PIK3CB_PIK3CD.SLC16A4,5.939979,9.86903724431,-3.92905824431,-0.661459955382
BT-549,ADAM17.MAP2K_1,-0.1462845,6.5159841276,-6.6622686276,45.5432299909
MDA-MB-468,BCL2_BCL2L1.PIK3CA_4,-3.593691,17.0475047685,-20.6411957685,5.74373138049
HCC1395,ESR1.MAP2K_1,-3.405475,-1.35915284281,-2.04632215719,0.600891845393
Hs-578-T,ADAM17.PIK3CB_PIK3CD,8.182737,-1.76931612275,9.95205312275,1.21622546622
MFM-223,MAP2K_1.SLC16A4,-16.60417,7.17398357767,-23.7781535777,1.43205915006
VM-CUB-1,IAP.PARP1,-7.196064,-3.80442981452,-3.39163418548,0.471317957356
BT-20,BCL2_BCL2L1.PIM1,21.39337,19.662183265,1.731186735,0.0809216469869
T-24,ERBB.IAP,-18.59214,11.337039444,-29.929179444,1.60977592918
NCI-H747,IAP.IGFR_3,-13.80457,23.0186145955,-36.8231845955,2.6674633542
CAMA-1,PIK3C.PIP5K1,-10.80256,9.15071631426,-19.9532763143,1.84708775644
BFTC-905,BCL2_BCL2L1.IAP,0.1546429,23.2137208209,-23.0590779209,-149.111778949
CAMA-1,AKT_1.EGFR_2,7.759386,13.6518237085,-5.8924377085,-0.759394842388
NCI-H838,IAP.PIK3C,29.86598,24.0902789734,5.7757010266,0.193387293054
MDA-MB-231,BCL2_BCL2L1.FASN,25.91807,8.31781318595,17.600256814,0.679072817307
NCI-H1793,Carboplatin.CSNK2A1_2,28.78011,21.596708275,7.183401725,0.249596048278
Calu-6,ALK.MTOR_1,-122.6916,-27.4229340277,-95.2686659723,0.77648890366
MDA-MB-231,ADAM17.PIK3C,5.78087,11.1257443866,-5.3448743866,-0.924579585184
BT-549,MTOR_1.PIK3C,0.9634879,7.88343296111,-6.91994506111,-7.18218159368
T-24,AKT.ATR_4,-26.02004,-2.90235297213,-23.1176870279,0.888457013435
NCI-H2170,ATR_4.IAP,-41.92062,-14.2579388978,-27.6626811022,0.659882442154
CAMA-1,FGFR.SLC16A4,-7.385175,-6.5056930825,-0.8794819175,0.119087485063
NCI-H1563,BRAF_M2.MAP2K_3,20.85179,4.66253243529,16.1892575647,0.776396537885
HCC1806,ESR1.MTOR_1,4.708188,9.2430689326,-4.5348809326,-0.963190283098
HCC1187,MAP2K_1.MTOR_1,35.67651,5.08643762726,30.5900723727,0.857428946182
HCC1937,ERBB.MTOR_1,23.61464,9.93737915884,13.6772608412,0.579185659454
MDA-MB-157,AKT.BCL2L1,60.43975,19.959858439,40.479891561,0.669756105229
HCC70,FASN.MAP2K_1,17.56783,9.02423471608,8.54359528392,0.486320466667
HCC1954,AKT.BCL2L1,67.8827,25.6586264714,42.2240735286,0.622015234052
KU-19-19,AKT.HDAC_4,-39.09416,-58.1565746824,19.0624146824,-0.4876026159
MDA-MB-157,ESR1.FGFR,1.102474,6.28338008508,-5.18090608508,-4.69934536785
HCC1419,BRAF_M2.MAP2K_1,71.11819,29.4985877153,41.6196022847,0.585217400565
DU-4475,PIK3CB_PIK3CD.PIP5K1,-48.75564,-3.13952986636,-45.6161101336,0.93560683715
HCC1395,AKT_SGK.MAP2K_1,32.23424,5.0947046469,27.1395353531,0.841947424636
Calu-3,IAP.PIK3C,-44.00508,-32.1555001728,-11.8495798272,0.26927754312
NCI-H1563,BCL2.Topotecan,22.12613,-5.39577903111,27.5219090311,1.24386456335
M14,ERBB.MAP2K_1,27.32132,13.1982380088,14.1230819912,0.51692531661
NCI-H2085,ADAM17.PIK3C,36.53175,12.2428440716,24.2889059284,0.664871130685
MDA-MB-453,AKT.TNKS_PARP6,28.43237,9.30333534979,19.1290346502,0.672790718825
SW48,JAK.MTOR,-18.87313,-4.38278344015,-14.4903465598,0.767776545801
TCCSUP,AKT.ATR_4,-9.940468,3.13874658972,-13.0792145897,1.31575440811
MDA-MB-453,FASN.MAP2K_1,-36.42645,6.60216870845,-43.0286187085,1.18124655871
NCI-H226,ALK_2.TOP2,42.49975,29.7153803755,12.7843696245,0.30081046652
BT-20,AKT.ERBB,1.371758,27.3264145419,-25.9546565419,-18.9207254792
HCC1806,ADAM17.PIK3C,80.9991,10.1527749543,70.8463250457,0.874655706615
HCC1954,AKT_1.EGFR_2,66.96092,45.3328489031,21.6280710969,0.322995429228
HT-1376,ATR_4.HDAC_4,-47.11859,-19.526178963,-27.592411037,0.585595006918
CAL-120,AKT_1.ALK_IGFR,-10.4865,23.1002980797,-33.5867980797,3.20286063793
M14,MAP2K_1.MTOR_1,-13.63462,3.48197774243,-17.1165977424,1.25537768874
SW780,Cisplatin.FGFR,-4.292409,-13.2009484057,8.9085394057,-2.07541718548
CAL-120,ALK_IGFR.MTOR_1,37.86855,11.0684453451,26.8001046549,0.707714043841
NCI-H1703,ALK_2.PIK3CB,20.98278,6.76909751278,14.2136824872,0.677397489142
NCI-H358,CSNK2A1_2.TNFSF10,7.644483,7.52012862659,0.12435437341,0.016267205174
M14,PARP1.PIK3CB_PIK3CD,27.2539,10.823354131,16.430545869,0.602869529462
HCC1419,BCL2_BCL2L1_BCL2L2.FGFR,29.69523,-20.119817783,49.815047783,1.67754375982
UM-UC-3,HSP90.PIK3C,-4.968216,9.22993826547,-14.1981542655,2.85779729896
MDA-MB-468,ERBB.PIK3CA_4,17.9368,48.7763323858,-30.8395323858,-1.71934416316
J82,AKT.ERBB,23.4819,15.7449611941,7.7369388059,0.329485212266
HCC1500,HSP90.MAP2K_1,24.67497,6.379414746,18.295555254,0.74146210731
HCC1395,AKT.ERBB,23.01357,5.7861444599,17.2274255401,0.748576841407
MDA-MB-453,MAP2K_1.MTOR_1,4.862411,2.87619395591,1.98621704409,0.408483989546
SW620,BCL2.IGFR_4,9.376265,-7.14425254363,16.5205175436,1.76195079209
NCI-H522,ADAM17.PIK3C,30.65238,25.764550628,4.887829372,0.159460027965
MDA-MB-157,BCL2_BCL2L1.MAP2K_1,5.45353,20.0578201863,-14.6042901863,-2.67795174617
MDA-MB-415,MAP2K_1.PIK3C,-28.46768,24.1464091438,-52.6140891438,1.84820431956
C32,IAP.PIK3CB,-2.214615,12.1744133735,-14.3890283735,6.49730466627
LS-513,IAP.JAK,-0.6685724,21.7307532711,-22.3993256711,33.5032162128
NCI-H1703,Doxorubicin.TOP2,26.5745,14.4222171984,12.1522828016,0.457291117485
J82,ATR_4.IAP,-5.438657,-10.3376861535,4.8990291535,-0.900779209555
SW780,ATR_4.MTOR_1,-27.78317,-57.30628901,29.52311901,-1.0626260074
SW780,Cisplatin.PIK3C,-27.46162,-8.7475040345,-18.7141159655,0.681464384312
MFM-223,ATR_4.MTOR_1,-17.05449,-9.46652866987,-7.58796133013,0.444924552428
HCT-116,BRAF_M.MAP2K_1,-70.72998,-106.840889408,36.110909408,-0.510546014689
HCC1143,FGFR.TNKS_PARP6,0.5520839,-0.0564175892612,0.608501489261,1.10219024547
HCC1395,BRAF_M2.MAP2K_1,-105.215,25.9517907011,-131.166790701,1.24665485626
NCI-H3122,PIM1.TOP2_2,25.8169,12.3475236904,13.4693763096,0.521727097738
MDA-MB-231,PIK3CB_PIK3CD.TNKS_PARP6,14.18614,12.7936422738,1.3924977262,0.0981590288972
BT-20,AKT.BCL2L1,90.44495,35.0705799381,55.3743700619,0.612243912589
DU-4475,MAP2K_1.PIP5K1,-1.467706,1.80131809222,-3.26902409222,2.22730171589
NCI-H23,ALK_2.TOP2,9.824909,29.1363117425,-19.3114027425,-1.96555537995
BT-474,AKT_1.BCL2_2,12.78562,36.9226133575,-24.1369933575,-1.88782345772
HCC1187,ALK_IGFR.MTOR_1,13.26753,12.8637498425,0.4037801575,0.0304337097787
